Name EN,States Names,Region,Category,Danger,Danger list,Date inscribed,Coordinates
"Botanical Garden (Orto Botanico), Padua",Italy,Europe and North America,Cultural,False,,1997,"45.39911111, 11.88066667"
"Cathedral, Torre Civica and Piazza Grande, Modena",Italy,Europe and North America,Cultural,False,,1997,"44.64624, 10.92568"
Costiera Amalfitana,Italy,Europe and North America,Cultural,False,,1997,"40.6333333333, 14.6027777778"
"Ferrara, City of the Renaissance, and its Po Delta",Italy,Europe and North America,Cultural,False,,1995,"44.83777778, 11.61944444"
Funerary Tradition in the Prehistory of Sardinia – <em>The domus de janas</em>,Italy,Europe and North America,Cultural,False,,2025,"40.0851388889, 8.9513333333"
Historic Centre of Florence,Italy,Europe and North America,Cultural,False,,1982,"43.77306, 11.25611"
Historic Centre of the City of Pienza,Italy,Europe and North America,Cultural,False,,1996,"43.07694444, 11.67861111"
Historic Centre of Urbino,Italy,Europe and North America,Cultural,False,,1998,"43.725, 12.63333"
Longobards in Italy. Places of the Power (568-774 A.D.),Italy,Europe and North America,Cultural,False,,2011,"46.0941666667, 13.4330555556"
Late Baroque Towns of the Val di Noto (South-Eastern Sicily),Italy,Europe and North America,Cultural,False,,2002,"36.89319444, 15.06891667"
Medici Villas and Gardens in Tuscany,Italy,Europe and North America,Cultural,False,,2013,"43.8577777778, 11.3041666667"
Le Colline del Prosecco di Conegliano e Valdobbiadene,Italy,Europe and North America,Cultural,False,,2019,"45.9530277778, 12.2261111111"
Residences of the Royal House of Savoy,Italy,Europe and North America,Cultural,False,,1997,"45.07253, 7.68572"
Su Nuraxi di Barumini,Italy,Europe and North America,Cultural,False,,1997,"39.70583333, 8.991388889"
Syracuse and the Rocky Necropolis of Pantalica,Italy,Europe and North America,Cultural,False,,2005,"37.05944, 15.29306"
The Dolomites,Italy,Europe and North America,Natural,False,,2009,"46.6130555556, 12.1630555556"
Via Appia. <em>Regina Viarum</em>,Italy,Europe and North America,Cultural,False,,2024,"41.2927222222, 13.2627222222"
"Villa d'Este, Tivoli",Italy,Europe and North America,Cultural,False,,2001,"41.96391667, 12.79625"
Hidden Christian Sites in the Nagasaki Region,Japan,Asia and the Pacific,Cultural,False,,2018,"32.8022222222, 128.9038888889"
"Fujisan, sacred place and source of artistic inspiration",Japan,Asia and the Pacific,Cultural,False,,2013,"35.3608333333, 138.7275"
Gusuku Sites and Related Properties of the Kingdom of Ryukyu,Japan,Asia and the Pacific,Cultural,False,,2000,"26.20861111, 127.6827778"
Himeji-jo,Japan,Asia and the Pacific,Cultural,False,,1993,"34.83333333, 134.7"
"Historic Monuments of Ancient Kyoto (Kyoto, Uji and Otsu Cities)",Japan,Asia and the Pacific,Cultural,False,,1994,"34.98055556, 135.7694444"
Iwami Ginzan Silver Mine and its Cultural Landscape,Japan,Asia and the Pacific,Cultural,False,,2007,"35.1127777777, 132.435"
Umm Al-Jimāl,Jordan,Arab States,Cultural,False,,2024,"32.3269444444, 36.37"
"Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining",Japan,Asia and the Pacific,Cultural,False,,2015,"34.4305555556, 131.4122222222"
As-Salt - The Place of Tolerance and Urban Hospitality,Jordan,Arab States,Cultural,False,,2021,"32.0426111111, 35.7283055556"
Quseir Amra,Jordan,Arab States,Cultural,False,,1985,"31.8018055556, 36.5873055556"
Baptism Site “Bethany Beyond the Jordan” (Al-Maghtas),Jordan,Arab States,Cultural,False,,2015,"31.8372222222, 35.5527777778"
Um er-Rasas (Kastrom Mefa'a),Jordan,Arab States,Cultural,False,,2004,"31.50167, 35.92056"
Wadi Rum Protected Area,Jordan,Arab States,Mixed,False,,2011,"29.6397222222, 35.4338888889"
"Fort Jesus, Mombasa",Kenya,Africa,Cultural,False,,2011,"-4.0627777778, 39.6794444444"
Kenya Lake System in the Great Rift Valley,Kenya,Africa,Natural,False,,2011,"-0.4425, 36.24"
Mount Kenya National Park/Natural Forest,Kenya,Africa,Natural,False,,1997,"-0.155, 37.3155555556"
Thimlich Ohinga Archaeological Site,Kenya,Africa,Cultural,False,,2018,"-0.8913380556, 34.326107"
Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape,Lao People's Democratic Republic,Asia and the Pacific,Cultural,False,,2001,"14.8483333333, 105.8222222222"
Historic Centre of Riga,Latvia,Europe and North America,Cultural,False,,1997,"56.95417, 24.11667"
Rachid Karami International Fair-Tripoli,Lebanon,Arab States,Cultural,True,Y 2023,2023,"34.4377777778, 35.8241666667"
Old Town of Ghadamès,Libya,Arab States,Cultural,False,,1986,"30.13333333, 9.5"
"Modernist Kaunas: Architecture of Optimism, 1919-1939",Lithuania,Europe and North America,Cultural,False,,2023,"54.8969444444, 23.9291666667"
City of Luxembourg: its Old Quarters and Fortifications,Luxembourg,Europe and North America,Cultural,False,,1994,"49.61, 6.13333"
Rainforests of the Atsinanana,Madagascar,Africa,Natural,False,,2007,"-14.4597222222, 49.7025"
Royal Hill of Ambohimanga,Madagascar,Africa,Cultural,False,,2001,"-18.75917, 47.56278"
Gunung Mulu National Park,Malaysia,Asia and the Pacific,Natural,False,,2000,"4.13333, 114.91667"
The Archaeological Heritage of Niah National Park’s Caves Complex,Malaysia,Asia and the Pacific,Cultural,False,,2024,"3.8042916667, 113.7807666667"
Timbuktu,Mali,Africa,Cultural,True,Y 2012,1988,"16.77333333, -2.999444444"
"Ancient <I>Ksour</I> of Ouadane, Chinguetti, Tichitt and Oualata",Mauritania,Arab States,Cultural,False,,1996,"20.92889, -11.62361"
